id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count,date_year
27012,,Advertising Club and The Downtown Association,dinner,HOTEL,The Palace Hotel,8 x 5 in. fold. ; ill.,,"Note : ""Complimentary dinner to the Century of Commerce..."" Illustration : Telegraph Hill Observatory, San Francisco. ""Menu compiled and donated by the Walter J. Mann Co., Photo-engravers. Assisted by Mrs. Helen Van Sicklen, of the Society of California P",Soete 37,1912-09-11,Advertising Club And The Downtown Association,,,under review,4,26,1912.0
27052,,San Francisco Overland Limited,breakfast,RAILROAD,San Francisco Overland Limited,"9 x 5 in., fold. ; ill.",,"Photographic illustration of Crater Lake, Oregon. Includes a la carte and table d'hote service options. Manager : Harry A. Butler. Menu Title : Southern Pacific Breakfast Select. Advertisement on obverse : Southern Pacific Plaza at San Diego Fair.",Soete 3,1920-01-01,San Francisco Overland Limited,Dollars,$,complete,6,104,1920.0
27053,,San Francisco Overland Limited,lunch,RAILROAD,San Francisco Overland Limited,"9 x 5 in., fold. ; ill.",,"Date range taken from similar items in collection. Photographic illustration : Carlsbad Caverns. Includes ""luncheon select"" and a la carte options. Manager : Harry A. Butler. Advertisement : Guest Ranches of the Southwest.",Soete 11,1920-01-01,San Francisco Overland Limited,Dollars,$,under review,6,116,1920.0
27093,,San Francisco Overland Limited,dinner,RAILROAD,San Francisco Overland Limited,"9 x 6 in., fold. ; ill.",,"Includes a la carte and ""dinner select"" options.  Manager : Harry A. Butler",Soete 5,1920-01-01,San Francisco Overland Limited,Dollars,$,complete,4,121,1920.0
27099,,"Chicago, Milwaukee & St. Paul Railway",dinner,RAILROAD,,7 x 5 in. ,,Includes beverage list.,Soete 149,1915-08-07,"Chicago, Milwaukee & St. Paul Railway",Dollars,$,complete,2,45,1915.0
27109,,National Parlor No. 118,dinner,HOTEL,Fairmont Hotel,4 1/2 x 3 1/2 in. fold.,ANNIVERSARY,Event : Commemorating Sixtieth Anniversary of Admission to California into the Union. ,Soete 47,1910-09-08,National Parlor No. 118,,,under review,2,17,1910.0
27175,,San Francisco Chamber of Commerce,dinner,,"California Building, Panama Pacific International Exposition",10 x 5 in. fold. ; ill.,,Photographic illustration : California Building. Includes : menu and list of speakers. Menu printed on bark. Insert : list of songs with lyrics.,Soete 204,1915-03-19,San Francisco Chamber Of Commerce,,,under review,4,12,1915.0
27203,,Quartermaster Corps,dinner,,,7 1/2 x 4 1/2 in.,RELIGIOUS HOLIDAY,Menu title : Transport Thomas.,Soete 31,1913-01-01,Quartermaster Corps,,,under review,1,28,1913.0
27207,,Corinthian Cooks & Waiters Union No. 23,dinner,,,8 1/2 x 5 1/2 in. fold.,,Event : Twenty-fifth Corinthian Annual Dinner. Honorary Roll : Victor Hirtzler and Robert Spitznagel.,Soete 36,1916-01-09,Corinthian Cooks & Waiters Union No. 23,,,complete,3,9,1916.0
27212,,Wester Retail Lumbermen's Association,dinner,"OTHER,Club",San Francisco Commerical Club,9 x 6 in. ; ill.,"OTHER,Conference","Includes event program. Photographic illustrations : The Lumberman's Building and House of Hoo Hoo, Enterance to Court of The Four Seasons.",Soete 48,1915-02-19,Wester Retail Lumbermen's Association,,,complete,8,14,1915.0
27214,,The San Francisco Cabinet National Union,dinner,"OTHER,Club",The San Francisco Commercial Club,7 x 4 1/2 in. ; col. ill.,COMPLIMENTARY/TESTIMONIAL,Note : Banquet...to E. A. Myers and D. A. Helpman.,Soete 54,1915-10-18,The San Francisco Cabinet National Union,,,complete,3,17,1915.0
27223,,San Francisco Commercial Club,lunch,"OTHER,Club",San Francisco Commercial Club,5 x 3 1/2 in. fold. ; col. ill.,NATIONAL EVENT,,Soete 51,1915-11-23,San Francisco Commercial Club,,,complete,2,15,1915.0
27234,,Thomas Cook & Son Special,daily menu,RAILROAD,,7 1/2 x 6 in. ; 9 p.,,"Event : ""Tour ""D"" En Route to Los Angeles, Cal."" Pages tied with ribbon. Note : ""Santa Fe, Dining Car Service, Fred Harvey""",Soete 35,1915-07-11,Thomas Cook & Son Special,,,complete,10,157,1915.0
27235,,The Citizens of San Francisco,dinner,HOTEL,Palace Hotel,8 x 5 in. fold. ; ill.,COMPLIMENTARY/TESTIMONIAL,"Bound in blue velvet. Note : ""Banquet tendered to Honorable Julius Kahn by the citizens of San Francisco in commemoration...as a member of the House of Representatives."" Includes L list of speakers, menu, and photograph of Julius Kahn. ",Soete 58,1917-10-23,The Citizens Of San Francisco,,,complete,8,17,1917.0
27390,,USMS PHILADELPHIA,DINNER,STEAMSHIP,ON BOARD,CARD; COL; 3.75 X 6,OTHER (DAILY MENU),"ON LIGHT BLUE CARD STOCK; IN ENGLISH ONLY; WINE LIST, ETC. WITH PRICES",1910-903,1910-03-17,Usms Philadelphia,Dollars,$,under review,2,90,1910.0
27392,,NORDEUTSCHER LLOYD BREMEN,BREAKFAST,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,CARD; COL; ILLUS; 5.5 X 8.25,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF SHIP; IMPRINTED AS POSTCARD,1910-787,1910-03-12,Nordeutscher Lloyd Bremen,,,under review,2,86,1910.0
27393,,"NORDEUTSCHER LLOYD, BREMEN",DINNER,STEAMSHIP,ABOARD BARBAROSSA,FOLDER; COL; ILLUS; 5.25 X 8,,MENU IN GERMAN AND ENGLISHTRATION OF SEA NYMPH; MUSIC; AD FOR CHOCOLATE,1910-927,1910-03-17,"Nordeutscher Lloyd, Bremen",,,under review,5,28,1910.0
27394,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,SS; FOR,ON BOARD THE SS PRINZ FRIEDRICH WILHELM,FOLDER; ILLUS; COL; 2.75 X 4.5,DAILY MENU,CREST (OF LINE) EMBOSSED IN GOLD AND COLOR; DECORATIVE GOLD BORDER; IN GERMAN ASND ENGLISH; NO CHOICES GIVEN,1910-894,1910-03-17,Norddeutscher Lloyd Bremen,,,under review,4,14,1910.0
27395,,NORDDEUTSCHER LLOYD BREMEN,DINNER,STEAMSHIP,ABOARD GEORGE WASHINGTON,CARD; ILLUS; COL; 5.25 X 8.25,,MENUS IN GERMAN AND ENGLISH; GNOMES IN GREEN;  IMPRINTED AS POSTCARD,1910-959,1910-03-12,Norddeutscher Lloyd Bremen,,,under review,6,28,1910.0
27396,,NORDDEUTSCHER LLOYD,BREAKFAST,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,CARD; ILLUS; COL; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; GNOMES IN RUST; IMPRINTED AS POSTCARD,1910-710,1910-03-09,Norddeutscher Lloyd,,,under review,2,50,1910.0
27397,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,STEAMSHIP,ON BOARD S.S. 'BARBAROSSA',"FOLDER, ILLUS, COL, 4.25X7.75",,MENU IN GERMAN AND IN ENGLISH; COVER ILLUSTRATED,1910-758,1910-03-12,Norddeutscher Lloyd Bremen,,,under review,4,125,1910.0
27398,,NORDDEUTSCHER LLOYD,LUNCH,STEAMSHIP,ABOARD BARBAROSSA,CARD;ILLUS; COL; 5.5 X 8.25,,MENU IN GERMAN AND ENGLISH; GNOMES IN RUST; POSTCARD,1910-767,1910-03-12,Norddeutscher Lloyd    Bremen,,,under review,2,50,1910.0
27399,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,SS; FOR,ON BOARD THE SS BERLIN,CARD; ILLUS; COL; 5.5 X 8.25,COMPLIMENTARY/TESTIMONIAL,ILLUS OF PADDLEBOAT IN LORELEY; VERSE; DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; EXTENSIVE MENU; FEATURED 'COFFEE FREED FROM COFFEEINE [SIC]' AND BUCKWHEAT & HOMINY GRIDDLE CAKES,1910-885,1910-03-16,Norddeutscher Lloyd Bremen,,,complete,2,82,1910.0
27400,,NORDDEUTSCHER LLOYD,DINNER,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,CARD; COL; ILLUS; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; GNOMES IN TEAL; IMPRINTED AS POSTCARD; SECOND CLASS(?),1910-711,1910-03-09,Norddeutscher Lloyd,,,complete,2,16,1910.0
27401,,NORDDEUTSCHER LLOYD BREMEN,LUNCH AND DINNER,STEAMSHIP,ON BOARD S.S. 'KRONPRINZESSIN CECILIE',"FOLDER, ILLUS, COL, 3X4.5",,TWO SEPARATE MENUS; MENUS IN GERMAN AND IN ENGLISH; COVERS ILLUSTRATED,1910-736 ITEM A AND B,1910-03-10,Norddeutscher Lloyd Bremen,,,under review,8,22,1910.0
27402,,NORDDEUTSCHER LLOYD BREMEN,"BREAKFAST, LUNCH AND SUPPER",STEAMSHIP,ON BOARD S.S. 'KRONPRINZESSIN CECILIE',"CARD, ILLUS, COL, 5.5X8.25",,FOUR SEPARATE MENUS; MENUS IN GERMAN AND IN ENGLISH; TOPS OF MENUS ILLUSTRATED AND CAN BE USED AS POST CARDS;,"1910-739 ITEM A,B,C AND D",1910-03-10,Norddeutscher Lloyd Bremen,,,under review,8,201,1910.0
27403,,NORDDEUTSCHER LLOYD BREMEN,"BREAKFAST, LUNCH AND SUPPER",STEAMSHIP,ON BOARD S.S. 'KRONPRINZESSIN CECILIE',"CARD, ILLUS, COL, 5.5X8.25",,FOUR SEPARATE MENUS; MENUS IN GERMAN AND IN ENGLISH; TOP OF MENUS ILLUSTRATED AND CAN BE USED AS POST CARDS,"1910-749 ITEM A,B,C AND D",1910-03-11,Norddeutscher Lloyd Bremen,,,complete,8,206,1910.0
27404,,NORDDEUTSCHER LLOYD BREMEN,DINNER,SS; FOR,ON BOARD THE KRONPRINZESSIN CECILIE,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),ILLUS OF GNOMES;  DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH;  SIMPLE  MENU (FIRST CLASS?),1910-802,1910-03-13,Norddeutscher Lloyd Bremen,,,complete,2,22,1910.0
27405,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,SS; FOR,ON BOARD THE SS BARBAROSSA,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),"ILLUS OF GNOMES, DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; SIMPLE MENU",1910-898,1910-03-17,Norddeutscher Lloyd Bremen,,,complete,2,44,1910.0
27406,,RED STAR LINE,BREAKFAST,SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 8,OTHER (DAILY MENU),"ILLUS OF WOMAN ON BENCH, DECORATIVE BORDER;  DESIGNED TO BE USED AS POSTCARD;   IN ENGLISH; POSTAL RATES FOR VARIOUS PORTS GIVEN",1910-815,1910-03-13,Red Star Line,,,complete,2,21,1910.0
27407,,RED STAR LINE,LUNCHEON,SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 9,OTHER (DAILY MENU),"ILLUS OF STEAMSHIP, DESIGNED TO BE USED AS POSTCARD; IN ENGLISH ONLY; EXTENSIVE MENU; POSTAL RATES FOR VARIOUS PORTS GIVEN",1910-909,1910-03-17,Red Star Line,,,under review,2,69,1910.0
27408,,NORDDEUTSCHER LLOYD BREMEN,LUNCH AND DINNER,STEAMSHIP,ON BOARD S.S. 'KRONPRINZESSIN CECILIE',"FOLDER, ILLUS, COL, 3X4.5",,TWO SEPARATE MENUS; MENUS IN GERMAN AND IN ENGLISH,1910-847 ITEM A AND B,1910-03-14,Norddeutscher Lloyd Bremen,,,under review,8,28,1910.0
27409,,NORDEUTSCHER LLOYD BREMEN,LUNCH,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,FOLDER; ILLUS; COL; 3.25 X 4.5,,"MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF BOY, FLAGS, LOGO",1910-782,1910-03-12,Norddeutscher Lloyd  Bremen,,,under review,4,10,1910.0
27410,,RED STAR LINE,DINNER,SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 8,OTHER (DAILY MENU),ILLUS OF SAILBOAT AND STEAMSHIP;  ARTIST IS H. CASSIERS; DESIGNED TO BE USED AS POSTCARD;   IN ENGLISH; POSTAL RATES FOR VARIOUS PORTS GIVEN,1910-814,1910-03-13,Red Star Line,,,under review,2,13,1910.0
27411,,"NORDDEUTSCHER LLOYD, BREMEN",REGULAR MENU,STEAMSHIP,ABOARD  PRINZ FRIEDRICH WILHELM'',CARD; ILLUS; COL; 8X5.5,BREAKFAST,GERAN ENGLISH; PICTURE OF CASTLE ON MOUNTAIN,1910-981,1910-03-19,"Norddeutscher Lloyd, Bremen",,,under review,2,86,1910.0
27412,,NORDDEUTSCHER LLOYD BREMEN,DINNER,SS; FOR,ON BOARD THE SS PRINZ FRIEDRICH WILHELM,FOLDER; ILLUS; COL; 3 X 4.5,DAILY MENU,CREST (OF LINE?) IN GOLD AND COLORS; GOLD DECORATIVE BORDER; IN GERMAN AND ENGLISH; LONG ISLAND DUCKLING LISTED,1910-895,1910-03-17,Norddeutscher Lloyd Bremen,,,complete,2,14,1910.0
27413,,RED STAR LINE,BREAKFAST,SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 9,OTHER (DAILY MENU),"ILLUS OF STEAMSHIPAND SAILING SHIP IN CHANNEL, DESIGNED TO BE USED AS POSTCARD; IN ENGLISH ONLY; QUAKER OATS, 'PETTIJOHN FOOD,' CREAM OF WHEAT, SHREDDED WHEAT, GRAPE NUTS; 'EGG-O-SEE,' EXTENSIVE MENU; POSTAL RATES FOR VARIOUS PORTS GIVEN",1910-908,1910-03-17,Red Star Line,,,under review,2,79,1910.0
27414,,"NORDEUTSCHER LLOYD, BREMEN",DINNER,STEAMSHIP,ABOARD GEORGE WASHINGTON,CARD; ILLUS; COL; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION  OF BURG ELTZ; IMPRINTED AS POSTCARD; SECOND CLASS MENU (?),1910-923,1910-03-17,Norddeutscher Lloyd  Bremen,,,under review,2,24,1910.0
27415,,"NORDDEUTSCHER LLOYD, BREMEN",REGULAR MENU,STEAMSHIP,ABOARD 'PRINZ FRIEDRICH WILHELM',FOLDER; ILLUS; COL; 9.25X5.5,DINNER,GERMAN ENGLISH; COVER HAS PICTURE OF COUPLE ON BENCH IN MOONLIGHT; MUSIC PROGRAM ON BACK COVER,1910-992,1910-03-19,"Norddeutscher Lloyd, Bremen",,,complete,4,85,1910.0
27416,,NORDDEUTSCHER LLOYD BREMEN,DINNER,SS; FOR,ON BOARD THE SS BARBAROSSA,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),"ILLUS OF GNOMES, DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; SIMPLE MENU",1910-899,1910-03-17,Norddeutscher Lloyd Bremen,,,under review,2,24,1910.0
27417,,"NORDEUTCHER LLOYD, BREMEN",BREAKFAST,STEAMSHIP,ABOARD GEORGE WASHINGTON,CARD; ILLUS; COL; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF PIRAEUS; IMPRINTED AS POSTCARD,1910-921,1910-03-17,"Nordeutcher Lloyd, Bremen",,,under review,2,91,1910.0
27418,,TURKISH AMBASSADOR,DINNER,OTHER (RESIDENCE?),BERLIN [GERMANY],CARD; 3.5 X 5.5,COMP (?),MENU IN FRENCH; SPONSOR AND EVENT NOTED BY FEB,1910-930,1910-03-18,Turkish Ambassador,,,complete,2,10,1910.0
27419,,(AMERICAN LINE),DINNER,AA,ABOARD U.S.M.S. ST. LOUIS,CARD; COL; 3.75 X 6,,PRICED WINE LIST; BLUE STOCK,1910-706,1910-03-09,Usms St Louis,Dollars,$,complete,2,91,1910.0
27420,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,STEAMSHIP,ON BOARD S.S. 'BERLIN',"CARD, ILLUS, COL, 5.5X8.25",,MENU IN GERMAN AND IN ENGLISH; TOP OF MENU ILLUSTRATED AND CAN BE USED AS POST CARD,1910-935,1910-03-18,Norddeutscher Lloyd Bremen,,,under review,2,82,1910.0
27421,,NORDDEUTSCHER LLOYD BREMEN,DINNER,STEAMSHIP,ON BOARD S.S. 'FRIEDRICH DER GROSSE',"FOLDER, ILLUS, COL, 5.5X8",,'RECOMMENDABLE FIRMS' FOR WINE LISTED; MENU IN GERMAN AND IN ENGLISH; COVER ILLUSTRATED; MUSIC PROGRAM ON BACK,1910-972,1910-03-19,Norddeutscher Lloyd Bremen,,,under review,4,30,1910.0
27422,,USMS PHILADELPHIA,DINNER (?),STEAMSHIP,ON BOARD,CARD; ILLUS; COL; 4 X 6.25,COMPLIMENTARY/TESTIMONIAL,"FLAG [OF LINE?]; FEATURES SPAGHEETI, NEAPOLITAINE;  COMPLETE WINE LIST WITH PRICES ON BACK, ALSO CIGARETEE, CIGAR, PLAYING CARD PRICES; EXCHANGE RATES GIVEN (1 FRANC=19 CENTS, 1 MARK = 24 CENTS, 1 POUND=$4.85, 1 SHILLING=24 CENTS)",1910-877,1910-03-16,Usms Philadelphia,Dollars,$,under review,2,94,1910.0
27423,,"NORDEUTSCHER LLOYD, BREMEN",SUPPER,STEAMSHIP,ABOARD GEORGE WASHINGTON,CARD; ILLUS; COL;  5.5 X 8.5,,MENU IN GERMAN AND ENGLISH;  ILLUSTRATION OF BURG ELTZ; VERSE; IMPRINTED AS POSTCARD,1910-920,1910-03-17,"Nordeutscher Lloyd, Bremen",,,complete,2,46,1910.0
27424,,NORDEUTSCHER LLOYD BREMEN,DINNER,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,FOLDER; ILLUS; COL; 3 X 4.5,,MENU IN GERMAN AND ENGLISH; EMBOSSED BOY AND FLAGS,1910-718,1910-03-09,Nordeutscher Lloyd Bremen,,,complete,4,13,1910.0
27425,,NORDDEUTSCHER LLOYD BREMEN,DINNER,SS; FOR,ON BOARD THE SS PRINZ FRIEDRICH WILHELM,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),"ILLUS OF GNOMES, DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; SIMPLE MENU",1910-896,1910-03-17,Norddeutscher Lloyd Bremen,,,complete,2,26,1910.0
27426,,NORDEUTSCHER LLOYD BREMEN,BREAKFAST,STEAMSHIP,ABOARD BARBAROSSA,CARD; ILLUS; COL; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF HEIDELBERG; IMPRINTED AS POSTCARD,1910-714,1910-03-09,Norddeutscher Lloyd  Bremen,,,complete,2,54,1910.0
27427,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST (?),SS; FOR,ON BOARD THE SS GEORGE WASHINGTON,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),ILLUS OF 'MUNSTER ZU AACHEN' ; DESIGNED TO BE USED AS POSTCARD;  IN GERMAN AND ENGLISH;  'COFFEE FREED FROM CAFFEINE ' FEATURED,1910-806,1910-03-13,Norddeutscher Lloyd Bremen,,,under review,2,52,1910.0
27428,,NORDDEUTSCHER LLOYD BREMEN,SUPPER,SS; FOR,ON BOARD THE SS PRINZ FRIEDRICH WILHELM,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),"ILLUS OF GNOMES, DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; SIMPLE MENU",1910-897,1910-03-16,Red Star Line   Antwerpen    Ny,,,complete,2,69,1910.0
27429,,NORDDEUTSCHER LLOYD BREMEN,SUPPER,SS; FOR,ON BOARD THE SS GEORGE WASHINGTON,CARD; ILLUS; COL; 5.5 X 8.25,DAILY MENU,"ILLUS OF RUDELSBURG, DESIGNED TO BE USED AS POSTCARD; VERSE; IN GERMAN AND ENGLISH (POORLY DONE IN MANY DISHES)",1910-886,1910-03-16,Norddeutscher Lloyd Bremen,,,complete,2,46,1910.0
27430,,USMS PHILADELPHIA,BREAKFAST,STEAMSHIP,ON BOARD,CARD; COL; 3.75 X 6,OTHER (DAILY MENU),"IN ENGLISH ONLY; WATERCRESS LISTED AS A COURSE; ON PALE GREEN STOCK; COMPLETE WINE LIST, ETC WITH PRICES",1910-901,1910-03-17,Usms Philadelphia,Dollars,$,under review,2,81,1910.0
27431,,U.S. CUSTOMS INSPECTORS OF THE PORT OF NEW YORK,ANNUAL BANQUET,HOTEL,"HOTEL SAVOY, NEW YORK, NY","BOOKLET, 7X4.5",ANNIVERSARY,WINES LISTED; MUSICAL PROGRAM LISTED; OFFICERS AND COMMITTEES LISTED,1910-961,1910-03-19,U.S. Customs Inspectors Of The Port Of New York,,,complete,4,27,1910.0
27432,,(AMERICAN LINE),BREAKFAST,STEAMSHIP,ABOARD U.S.M.S. ST. LOUIS,CARD; COL; 3.75 X 6,,PRICED WINE LIST; PINK STOCK,1910-704,1910-03-09,American Line,Dollars,$,complete,2,91,1910.0
27433,,(AMERICAN LINE),LUNCHEON,STEAMSHIP,ABOARD U.S.M.S. ST. LOUIS,CARD; 3.75 X 6,,PRICED WINE LIST,1910-707,1910-03-09,American Line,Dollars,$,under review,2,105,1910.0
27434,,NORDEUTSCHER LLOYD BREMEN,LUNCH,STEAMSHIP,ABOARD BARBAROSSA,CARD; COL; ILLUS; 5.5 X 8.5,,MENU IN GERMAN AND ENGLISH; GNOMES IN RUST; IMPRINTED AS POSTCARD,1910-715,1910-03-09,Nordeutscher Lloyd Bremen,,,under review,2,52,1910.0
27435,,NORDEUSCHER LLOYD BREMEN,BREAKFAST,STEAMSHIP,ABOARD KRONPRINSESSIN CECILIE,CARD; COL; ILLUS;  8.25,,MENU IN GERMAN AND ENGLISH; GNOMES IN BLUE; IMPRINTED AS POSTCARD,1910-785,1910-03-12,Nordeuscher Lloyd Bremen,,,under review,2,49,1910.0
27436,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,SS; FOR,ON BOARD THE KRONPRINZESSIN CECILIE,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),"ILLUS OF PORT OF PIRAEUS, ARTIST IS T.V. ECKENBRECHER; DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH; EXTENSIVE MENU (FIRST CLASS?); FEATURES 'COFFEE FREED FROM CAFFEINE'",1910-800,1910-03-13,Norddeutscher Lloyd Bremen,,,under review,2,86,1910.0
27437,,RED STAR LINE,DINNER (?),SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 7.75,OTHER (DAILY MENU),ILLUS OF WOMEN AT DOCK; DESIGNED TO BE USED AS POSTCARD; IN ENGLISH ONLY; POSTAL RATES FOR VARIOUS PORTS GIVEN; SIMPLE MENU,1910-912,1910-03-17,S.S. Vaderland,,,under review,2,9,1910.0
27438,,RED STAR LINE,SUPPER,SS; FOR,ON BOARD THE SS VADERLAND,CARD; ILLUS; COL; 5.5 X 7.75,OTHER (DAILY MENU),ILLUS OF SHIP AT SEA; DESIGNED TO BE USED AS POSTCARD; IN ENGLISH ONLY; POSTAL RATES FOR VARIOUS PORTS GIVEN; SIMPLE MENU; MUSICAL PROGRAM,1910-913,1910-03-17,Red Star Line,,,under review,2,13,1910.0
27439,,NEW YORK COUNTY PROHIBITIONISTS,ANNUAL BANQUET,,,"BOOKLET, ILLUS, COL, 4.75X6","ANNIVERSARY, COMP","DRAWING AND PHOTO OF MESSRS. DOW, NEAL AND BROOKS, JEREMIAH T.; PROGRAM AND EXECUTIVE COMMITTEE LISTED; HEADQUARTERS, 110 WEST 65TH ST. COR BROADWAY, ROOM 220; COPY 5 AUTOGRAPHED;",1910-962 COPY 1 THRU 5,1910-03-19,New York County Prohibitionists,,,complete,6,37,1910.0
27440,,NORDDEUTSCHER LLOYD BREMEN,SUPPER,STEAMSHIP,ABOARD GEORGE WASHINGTON,CARD; ILLUS; COL; 5.25 X 8.25,,MENU IN GERMAN AND ENGLISH; ILLUSTATION OF COLOGNE IN TAN; IMPRINTED AS POSTCA RD,1910-760,1910-03-12,Norddeutscher Lloyd Bremen,,,under review,2,40,1910.0
27441,,NORDDEUTSCHER LLOYD BREMEN,SUPPER,SS; FOR,ON BOARD THE KRONPRINZESSIN CECILIE,CARD; ILLUS; COL; 5.5 X 8.25,OTHER (DAILY MENU),ILLUS OF  GNOMES; DESIGNED TO BE USED AS POSTCARD; IN GERMAN AND ENGLISH,1910-803,1910-03-13,Norddeutscher Lloyd Bremen,,,complete,2,36,1910.0
27442,,USMS PHILADELPHIA,DINNER,STEAMSHIP,ON BOARD,CARD; COL; 3.75 X 6,COMPLIMENTARY/TESTIMONIAL,"ON LIGHT GREEN CARD STOCK; SIMPLE MENU; COMPLETE WINE, CIGARETTE, CIGAR, TOBACCO LIST WITH PRICES",1910-879,1910-03-16,Usms Philadelphia,Dollars,$,complete,2,84,1910.0
27443,,USMS PHILADELPHIA,LUNCHEON,STEAMSHIP,ON BOARD,CARD; ILLUS; COL; 4 X 6.25,COMPLIMENTARY/TESTIMONIAL,"FLAG [OF LINE?]; FEATURES BOAR'S HEAD WITH PISTACHIOS, CHICKEN SALAD; COMPLETE WINE LIST WITH PRICES ON BACK, ALSO CIGARETTE, CIGAR, PLAYING CARD PRICES; EXCHANGE RATES GIVEN (1 FRANC=19 CENTS, 1 MARK = 24 CENTS, 1 POUND=$4.85, 1 SHILLING=24 CENTS)",1910-876,1910-03-16,Usms Philadelphia,Dollars,$,complete,2,108,1910.0
27444,,USMS PHILADELPHIA,LUNCHEON,STEAMSHIP,ON BOARD,CARD; COL; 4 X 6,OTHER (DAILY MENU),"IN ENGLISH ONLY; EXTENSIVE MENU; COMPLETE WINE LIST, ETC WITH PRICES",1910-906,1910-03-17,Usms Philadelphia,Dollars,$,complete,2,114,1910.0
27445,,(AMERICAN LINE),DINNER,STEAMSHIP,ABOARD U.S.M.S.ST. LOUIS,CARD; 3.75 X 6,,PRICED WINE LIST,1910-708,1910-03-09,Usms St Louis,Dollars,$,complete,2,99,1910.0
27446,,RED STAR LINE ANTWERPEN,DINNER,STEAMSHIP,ABOARD S.S. VADERLAND,CARD; COL; ILLUS; 5.5 X 8,,MENU IN  ENGLISH; ILLUSTRATION OF BOYS IN BOAT LOOKING AT SHIP; MUSIC; IMPRINTED AS POSTCARD,1910-779,1910-03-12,Red Star Line Antwerpen,,,complete,2,39,1910.0
27447,,NORDEUTSCHER LLOYD BREMEN,DINNER,STEAMSHIP,ABOARD S.S. BERLIN,FOLDER; ILLUS; COL; 5.5 X 9.25,,MENU IN GERMAN AND ENGLISH; COUPLE IN  PERIOD DRESS DANCING SCHOTISCH AND SHIPS; MUSIC; WINE MERCHANTS,1910-781,1910-03-12,Nordeutscher Lloyd Bremen,,,complete,4,89,1910.0
27448,,NORDEUTSCHER LLOYD BREMEN,DINNER,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,FOLDER; ILLUS; COL; 3.25 X 4.5,,"MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF BOY, FLAGS; LOGO",1910-783,1910-03-12,Nordeutscher Lloyd Bremen,,,under review,4,16,1910.0
27449,,NORDEUTSCHER LLOYD BREMEN,SUPPER,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,CARD; ILLUS; COL; 5.5 X 8.25,,MENU IN GERMAN AND ENGLISH;  GNOMES IN GREEN; IMPRINTED AS  POSTCARD,1910-786,1910-03-12,Nordeutscher Lloyd Bremen,,,under review,2,42,1910.0
